ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"67","Mariya Vasilyevna Abakumova (-Tarabina)","F",22,179,80,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's Javelin Throw","Silver"
"359","Andrey Khakimovich Abduvaliyev","M",26,190,125,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Hammer Throw","Gold"
"411","Gezahgne Abera","M",22,166,58,"Ethiopia","ETH","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Marathon","Gold"
"416","Nils Georg berg","M",19,181,78,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Long Jump","Bronze"
"416","Nils Georg berg","M",19,181,78,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Triple Jump","Silver"
"454","Edgar Allen ""Ed"" Ablowich","M",19,182,68,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"519","Harold Maurice Abrahams","M",24,183,75,"Great Britain","GBR","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 100 metres","Gold"
"519","Harold Maurice Abrahams","M",24,183,75,"Great Britain","GBR","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"527","Erik Adolf Efraim Abrahamsson","M",22,172,61,"Sweden","SWE","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Long Jump","Bronze"
"807","Benjamin Willard ""Ben"" Adams","M",22,188,78,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Standing High Jump","Silver"
"807","Benjamin Willard ""Ben"" Adams","M",22,188,78,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Standing Long Jump","Bronze"
"836","Platt Adams","M",27,188,78,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Standing High Jump","Gold"
"836","Platt Adams","M",27,188,78,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Standing Long Jump","Silver"
"846","Valerie Kasanita Adams-Vili (-Price)","F",23,193,120,"New Zealand","NZL","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's Shot Put","Gold"
"846","Valerie Kasanita Adams-Vili (-Price)","F",27,193,120,"New Zealand","NZL","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's Shot Put","Gold"
"846","Valerie Kasanita Adams-Vili (-Price)","F",31,193,120,"New Zealand","NZL","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's Shot Put","Silver"
"923","Olapade Charles Adeniken","M",22,186,78,"Nigeria","NGR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"963","Derrick Ralph Adkins","M",26,188,80,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"1088","Olabisi ""Bisi"" Afolabi","F",20,180,62,"Nigeria","NGR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"1270","Jorge Luis Aguilera Ruiz","M",26,172,64,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"1323","Timothy Joseph ""Tim"" Ahearne","M",22,170,57,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Triple Jump","Gold"
"1378","Arne Per hman","M",23,176,64,"Sweden","SWE","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Triple Jump","Gold"
"1447","Marlene Ahrens Ostertag (-Ebensperger)","F",23,176,70,"Chile","CHI","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Javelin Throw","Silver"
"1503","John Creyghton Ainsworth-Davis","M",25,NA,NA,"Great Britain","GBR","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"1561","Mobolade Abimbola Ajomale","M",20,180,62,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"1564","Chioma Ajunwa (-Opara)","F",24,164,57,"Nigeria","NGR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's Long Jump","Gold"
"1569","Kriss Kezie Uche Chukwu Duru Akabusi","M",25,185,81,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"1569","Kriss Kezie Uche Chukwu Duru Akabusi","M",33,185,81,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 400 metres Hurdles","Bronze"
"1569","Kriss Kezie Uche Chukwu Duru Akabusi","M",33,185,81,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"1673","John Akii-Bua","M",22,188,77,"Uganda","UGA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"1682","Morolake Akinosun","F",22,163,61,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"1732","Liudmyla Vasylivna Aksenova (Shapovalova-)","F",29,165,58,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"1734","Aleksandr Timofeyevich Aksinin","M",21,173,67,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"1734","Aleksandr Timofeyevich Aksinin","M",25,173,67,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"2170","Hadi Soua'an Al-Somaily Jaadan","M",23,191,72,"Saudi Arabia","KSA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"2387","David Donald ""Dave"" Albritton","M",23,191,79,"United States","USA","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's High Jump","Silver"
"2440","Frederick Pitt ""Fred"" Alderman","M",22,177,75,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"2469","Virgilijus Alekna","M",28,200,130,"Lithuania","LTU","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Discus Throw","Gold"
"2469","Virgilijus Alekna","M",32,200,130,"Lithuania","LTU","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Discus Throw","Gold"
"2469","Virgilijus Alekna","M",36,200,130,"Lithuania","LTU","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's Discus Throw","Bronze"
"2619","Lidiya Nikolayevna Alfeyeva","F",30,170,62,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's Long Jump","Bronze"
"2695","Nia Sifaatihii Ali","F",27,170,65,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 100 metres Hurdles","Silver"
"2715","mile Ali Khan","M",17,180,69,"France","FRA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"2760","Deji Aliu","M",28,187,75,"Nigeria","NGR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"2861","Nathon Allen","M",20,178,NA,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"2892","Ade Franci Alleyne-Forte","M",23,180,73,"Trinidad and Tobago","TTO","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"2998","Erik Albin Almlf","M",20,188,73,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Triple Jump","Bronze"
"2998","Erik Albin Almlf","M",28,188,73,"Sweden","SWE","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Triple Jump","Bronze"
"3011","Arvid Folke Alnevik (Andersson-)","M",28,182,70,"Sweden","SWE","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"3055","Glory Alozie Oluchi","F",22,155,51,"Nigeria","NGR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 100 metres Hurdles","Silver"
"3102","Fernando ""Nando"" Altimani","M",18,177,70,"Italy","ITA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 10 kilometres Walk","Bronze"
"3494","Judith Florence ""Judy"" Amoore-Pollock","F",24,163,55,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's 400 metres","Bronze"
"3512","Nijel Carlos Amilfitano Amos","M",18,179,60,"Botswana","BOT","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 800 metres","Silver"
"3703","Carl Albert Andersen","M",23,NA,NA,"Norway","NOR","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Pole Vault","Bronze"
"3788","Grete Andersen-Waitz","F",30,172,53,"Norway","NOR","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's Marathon","Silver"
"3793","Andrea Arlene Anderson (-Bolder)","F",22,164,61,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"3828","John Franklin Anderson","M",25,191,97,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's Discus Throw","Gold"
"3862","Stephen Eugene ""Steve"" Anderson","M",22,190,77,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"4059","Georges Ivan ""Go"" Andr (Monnard-)","M",18,188,85,"France","FRA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's High Jump","Silver"
"4059","Georges Ivan ""Go"" Andr (Monnard-)","M",30,188,85,"France","FRA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"4094","Alessandro Andrei","M",25,191,118,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Shot Put","Gold"
"4179","Vladimir Vasilyevich Andreyev","M",34,170,58,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 20 kilometres Walk","Bronze"
"4390","Tatyana Mikhaylovna Anisimova (Poluboyarova-)","F",26,172,65,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 100 metres Hurdles","Silver"
"4391","Vera Vasilyevna Anisimova (Mikheyeva-)","F",24,167,52,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"4391","Vera Vasilyevna Anisimova (Mikheyeva-)","F",28,167,52,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"4487","Mrta Antal-Rudas","F",27,164,66,"Hungary","HUN","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's Javelin Throw","Silver"
"4585","Olena Anatolivna Antonova","F",36,180,95,"Ukraine","UKR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's Discus Throw","Bronze"
"4613","Nataliya Nikolayevna Antyukh","F",23,182,69,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 400 metres","Bronze"
"4613","Nataliya Nikolayevna Antyukh","F",23,182,69,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"4613","Nataliya Nikolayevna Antyukh","F",31,182,69,"Russia","RUS","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 400 metres Hurdles","Gold"
"4613","Nataliya Nikolayevna Antyukh","F",31,182,69,"Russia","RUS","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"4667","Sad Aouita","M",28,175,58,"Morocco","MAR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 800 metres","Bronze"
"4674","Eref Apak","M",22,184,120,"Turkey","TUR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Hammer Throw","Bronze"
"4736","William Reuben ""Willie"" Applegarth","M",21,170,59,"Great Britain","GBR","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 200 metres","Bronze"
"4736","William Reuben ""Willie"" Applegarth","M",21,170,59,"Great Britain","GBR","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"4782","Hirooki Arai","M",28,180,62,"Japan","JPN","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 50 kilometres Walk","Bronze"
"4919","John ""Jack"" Archer","M",26,NA,NA,"Great Britain","GBR","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"4925","Edward Blake ""Ed"" Archibald","M",24,182,77,"Canada","CAN","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Pole Vault","Bronze"
"4951","Daphne Arden (-Slater)","F",22,167,60,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"5069","Yuko Arimori (-Wilson)","F",25,166,47,"Japan","JPN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's Marathon","Silver"
"5069","Yuko Arimori (-Wilson)","F",29,166,47,"Japan","JPN","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's Marathon","Bronze"
"5106","Vasyl Albertovych Arkhypenko","M",23,178,65,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"5149","Raymond Richard ""Ray"" Armstead","M",24,187,76,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"5150","Aaron Nigel Armstrong","M",30,173,70,"Trinidad and Tobago","TTO","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"5159","Dylan Armstrong","M",27,190,125,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's Shot Put","Bronze"
"5290","Valeriano Pompeo Maurizio ""Valerio"" Arri","M",27,NA,NA,"Italy","ITA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Marathon","Bronze"
"5306","Christine Arron","F",30,177,64,"France","FRA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"5446","Yevhen Oleksandrovych Arzhanov","M",24,179,68,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 800 metres","Silver"
"5456","Nobuharu Asahara","M",36,179,76,"Japan","JPN","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"5482","Charles Asati","M",22,178,68,"Kenya","KEN","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"5482","Charles Asati","M",26,178,68,"Kenya","KEN","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"5527","Lesley Ashburner","M",20,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's 110 metres Hurdles","Bronze"
"5542","Geraldina Rachel ""Dina"" Asher-Smith","F",20,164,55,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"5547","Evelyn Ashford (-Washington)","F",27,165,52,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 100 metres","Gold"
"5547","Evelyn Ashford (-Washington)","F",27,165,52,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"5547","Evelyn Ashford (-Washington)","F",31,165,52,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 100 metres","Silver"
"5547","Evelyn Ashford (-Washington)","F",31,165,52,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"5547","Evelyn Ashford (-Washington)","F",35,165,52,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"5561","Nickel Ashmeade","M",26,183,77,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"5578","Gerald Howard ""Gerry"" Ashworth","M",22,180,75,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"5702","Igor Vyacheslavovich Astapkovich","M",29,192,120,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Hammer Throw","Silver"
"5702","Igor Vyacheslavovich Astapkovich","M",37,192,120,"Belarus","BLR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Hammer Throw","Bronze"
"5831","Sidney James Montford ""Sid"" Atkinson","M",23,186,76,"South Africa","RSA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"5831","Sidney James Montford ""Sid"" Atkinson","M",27,186,76,"South Africa","RSA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"5921","Musa Audu","M",24,174,75,"Nigeria","NGR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"5930","Ingrid Auerswald-Lange (Brestrich-)","F",22,168,58,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 100 metres","Bronze"
"5930","Ingrid Auerswald-Lange (Brestrich-)","F",22,168,58,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"5930","Ingrid Auerswald-Lange (Brestrich-)","F",31,168,58,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"5991","Rein Aun","M",24,189,88,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's Decathlon","Silver"
"6025","Charles Allen Austin","M",28,183,77,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's High Jump","Gold"
"6076","Hennadiy Valentynovych Avdieienko","M",24,202,82,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's High Jump","Gold"
"6097","George Gordon Avery","M",23,NA,NA,"Australia","AUS","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Triple Jump","Silver"
"6123","Mykola Viktorovych Avilov","M",24,191,89,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Decathlon","Gold"
"6123","Mykola Viktorovych Avilov","M",27,191,89,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's Decathlon","Bronze"
"6164","Nduka Awazie","M",19,172,74,"Nigeria","NGR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"6272","Sanjay Claude Ayre","M",20,188,84,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"6406","Jaroslav Bba","M",19,199,86,"Czech Republic","CZE","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's High Jump","Bronze"
"6417","Inha Alvidasivna Babakova (Butkus-)","F",29,180,60,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's High Jump","Bronze"
"6440","Henry Stoddard ""Harry"" Babcock","M",21,188,75,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Pole Vault","Gold"
"6448","Alonzo Carl Babers","M",22,188,70,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 400 metres","Gold"
"6448","Alonzo Carl Babers","M",22,188,70,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"6471","Richard Aldrich ""Rink"" Babka","M",23,195,121,"United States","USA","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's Discus Throw","Silver"
"6594","Stephen James ""Steve"" Backley","M",23,195,102,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Javelin Throw","Bronze"
"6594","Stephen James ""Steve"" Backley","M",27,195,102,"Great Britain","GBR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Javelin Throw","Silver"
"6594","Stephen James ""Steve"" Backley","M",31,195,102,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Javelin Throw","Silver"
"6642","Sunday Bada","M",31,188,79,"Nigeria","NGR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"6662","Andrzej Stanisaw Badeski","M",21,173,68,"Poland","POL","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 400 metres","Bronze"
"6800","Yelizaveta Petrovna Bagryantseva (-Verkhoshanskaya)","F",31,170,76,"Soviet Union","URS","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's Discus Throw","Silver"
"6810","Oleksandr Mykolaiovych Bahach","M",29,194,135,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Shot Put","Bronze"
"6878","Margaret Ann Bailes (Johnson-)","F",17,170,65,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"6880","Aleen May Bailey","F",23,170,64,"Jamaica","JAM","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"6881","Angela Bailey","F",22,157,56,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"6890","Donovan Bailey","M",28,183,82,"Canada","CAN","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 100 metres","Gold"
"6890","Donovan Bailey","M",28,183,82,"Canada","CAN","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"6901","Emmanuel McDonald Bailey","M",31,180,65,"Great Britain","GBR","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 100 metres","Bronze"
"6912","Kemar Bailey-Cole","M",20,193,84,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"6912","Kemar Bailey-Cole","M",24,193,84,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"6932","Andretti ""Dretti"" Bain","M",22,175,65,"Bahamas","BAH","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"6944","George Hetzel Baird","M",21,175,66,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"7021","Keshia Chantay Baker (-Kirtz)","F",24,170,62,"United States","USA","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"7038","Walter Thane Baker","M",20,183,72,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 200 metres","Silver"
"7038","Walter Thane Baker","M",25,183,72,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 100 metres","Silver"
"7038","Walter Thane Baker","M",25,183,72,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 200 metres","Bronze"
"7038","Walter Thane Baker","M",25,183,72,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"7088","Niki Bakogianni","F",28,170,52,"Greece","GRE","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's High Jump","Silver"
"7143","Iolanda Bala (-Ster)","F",23,185,72,"Romania","ROU","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's High Jump","Gold"
"7143","Iolanda Bala (-Ster)","F",27,185,72,"Romania","ROU","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's High Jump","Gold"
"7219","Stefano Baldini","M",33,176,62,"Italy","ITA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Marathon","Gold"
"7280","James Allan ""Jimmy"" Ball","M",25,180,69,"Canada","CAN","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 400 metres","Silver"
"7280","James Allan ""Jimmy"" Ball","M",25,180,69,"Canada","CAN","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"7280","James Allan ""Jimmy"" Ball","M",29,180,69,"Canada","CAN","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"7430","Clicien Alexandre Roger Bambuck","M",22,180,75,"France","FRA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"7605","Kirk Renaud Baptiste","M",22,184,79,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 200 metres","Silver"
"7784","Raymond James ""Ray"" Barbuti","M",22,183,82,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 400 metres","Gold"
"7784","Raymond James ""Ray"" Barbuti","M",22,183,82,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"7894","Nigel Chase Barker","M",23,NA,NA,"Australia","AUS","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 100 metres","Bronze"
"7894","Nigel Chase Barker","M",23,NA,NA,"Australia","AUS","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 400 metres","Bronze"
"7927","Sulo Richard Brlund","M",26,186,87,"Finland","FIN","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Shot Put","Silver"
"7936","Arthur ""Art"" Barnard","M",23,180,77,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 110 metres Hurdles","Bronze"
"7968","Eric Randolph ""Randy"" Barnes","M",22,195,132,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's Shot Put","Silver"
"7968","Eric Randolph ""Randy"" Barnes","M",30,195,132,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Shot Put","Gold"
"8058","Pascal Barr","M",21,174,66,"France","FRA","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"8059","Patrick Barr","M",21,172,63,"France","FRA","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"8088","Brigetta LaShea Barrett","F",21,183,64,"United States","USA","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's High Jump","Silver"
"8140","Yarelis Barrios Castaeda","F",25,172,89,"Cuba","CUB","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's Discus Throw","Silver"
